show_id,title,original_title,start_year,end_year,description,content_rating,average_rating,num_votes,total_seasons,total_episodes,primary_image_url
tt0061253,The Forsyte Saga,The Forsyte Saga,1967.0,1967.0,"Spanning decades, the saga contrasts obsessive Soames, clinging to wife Irene, and Jolyon, leaving for his kids' governess. Their diverging paths intertwine, bringing highs and lows to the upper-class Forsyte clan.",,8.4,1154.0,1.0,26.0,https://m.media-amazon.com/images/M/MV5BZDYzZWVkNDgtYTFmZS00NmE1LThjZWItMWRmMDE3ODJmZmRmXkEyXkFqcGc@._V1_.jpg
tt1675198,Science and Islam,Science and Islam,2009.0,,"Jim Al-Khalili travels through Syria, Iran, Tunisia and Spain to tell the story of the great leap in scientific knowledge that took place in the Islamic world between the 8th and 14th centuries.",,8.1,283.0,1.0,3.0,https://m.media-amazon.com/images/M/MV5BYjY0M2I3MDgtZjI4MC00Nzk2LWFjZjItMDEzZTBhNDIxZDlmXkEyXkFqcGc@._V1_.jpg
tt2262456,The Hollow Crown,The Hollow Crown,2012.0,2016.0,"A mini-series of adaptations of Shakespeare's history plays: Richard II, Henry IV: Parts 1 and 2, and Henry V.",TV-14,8.2,7542.0,2.0,7.0,https://m.media-amazon.com/images/M/MV5BMjkyOTQ4MDQ5OF5BMl5BanBnXkFtZTgwNTU5NTEwMDE@._V1_.jpg
tt1450364,Diplomatic Immunity,Diplomatic Immunity,2009.0,2009.0,A disgraced New Zealand diplomat is assigned to the embassy of the island nation Fe'ausi to curb the devious conduct of its scheming ambassador and staff while dealing with odd customs and his attraction to the ambassador's daughter.,,7.4,131.0,1.0,13.0,https://m.media-amazon.com/images/M/MV5BMjA3ZTUxZGItMWM1Yi00NjE4LWFiNmEtOWExNTQxMmMzYzJhXkEyXkFqcGc@._V1_.jpg
tt0898266,The Big Bang Theory,The Big Bang Theory,2007.0,2019.0,"Aspiring film actress Penny moves into a Pasadena apartment across the hall from brilliant, but socially awkward, physicists Sheldon Cooper and Leonard Hofstadter and shows them how little they know about life outside of the lab.",TV-PG,8.1,895445.0,12.0,280.0,https://m.media-amazon.com/images/M/MV5BZjgzY2QyNzItNDhhYi00ZWIwLWFjN2UtZDJkN2MxYWNjMmJjXkEyXkFqcGc@._V1_.jpg
tt0072500,Fawlty Towers,Fawlty Towers,1975.0,1979.0,"Hotel owner Basil Fawlty's incompetence, short fuse, and arrogance form a combination that ensures accidents and trouble are never far away.",TV-PG,8.8,104013.0,2.0,12.0,https://m.media-amazon.com/images/M/MV5BODM5YWE5NDAtZTU4MC00YWI0LThjMjItNTlhMTQ5Y2Y5NWJiXkEyXkFqcGc@._V1_.jpg
tt0213338,Cowboy Bebop,Kaubôi bibappu: Cowboy Bebop,1998.0,1999.0,The futuristic misadventures and tragedies of an easygoing bounty hunter and his partners.,TV-14,8.9,149372.0,1.0,26.0,https://m.media-amazon.com/images/M/MV5BMTU3ZTdiOGQtYmYwYy00OGM5LThmNjMtZGJmNTVlZjk1ZmEyXkEyXkFqcGc@._V1_.jpg
tt0974077,Cranford,Cranford,2007.0,2009.0,"In the 1840s, Cranford is ruled by the ladies. They adore good gossip, and romance and change is in the air, as the unwelcome grasp of the Industrial Revolution rapidly approaches their beloved rural market-town.",TV-PG,8.3,10994.0,2.0,7.0,https://m.media-amazon.com/images/M/MV5BMzkxNzA5M2QtNGE3Yi00OTRiLTlkMTAtNGI2N2E2ODRlZGMwXkEyXkFqcGc@._V1_.jpg
tt2944454,Riley Rewind,Riley Rewind,2013.0,2013.0,A teenager with the ability to travel back in time tries to prevent a fellow student from committing suicide.,,6.6,4542.0,1.0,5.0,https://m.media-amazon.com/images/M/MV5BMTkyMjkwNjMxOV5BMl5BanBnXkFtZTgwMDM0NTM0MDE@._V1_.jpg
tt1339238,Sekirei,Sekirei,2008.0,2010.0,Minato fails college exams twice leaving him feeling worthless. A woman Musubi falls from the sky and bonds with Minato via a kiss awakening his powers. This draws Minato into a dangerous competition against others with special abilities.,TV-MA,7.2,2925.0,2.0,27.0,https://m.media-amazon.com/images/M/MV5BNjI1NDBlNTQtNjEzYS00MDA3LWI4OGEtZTA4YTYxOTgzZjgzXkEyXkFqcGc@._V1_.jpg
tt3877200,The Missing,The Missing,2014.0,2016.0,Tony and Emily Hughes' vacation turns into a nightmare when their 5-year-old son Oliver disappears from a large celebrating crowd in Northern France.,TV-14,8.2,31173.0,2.0,16.0,https://m.media-amazon.com/images/M/MV5BNTk2NzU4OTc0Ml5BMl5BanBnXkFtZTgwNzcwNzMwNDE@._V1_.jpg
